"Creation Date","Status","Completion Date","Service Request Number","Type of Service Request","Street Address","ZIP Code","X Coordinate","Y Coordinate","Ward","Police District","Community Area","Latitude","Longitude","Location"
"12/31/2017","Open - Dup",,"17-08698026","Alley Light Out","5747 S ROCKWELL ST","60629","1160020.84743174","1866458.5697658","16","8","63","41.78926767221","-87.68879553844","(41.789267672212, -87.688795538442)"
"12/31/2017","Completed - Dup","12/31/2017","17-08699804","Alley Light Out","3749 W 82ND PL","60652","1152829.5635003","1849615.96437246","18","8","70","41.74319377504","-87.71560741648","(41.743193775041, -87.715607416485)"
"12/31/2017","Completed - Dup","12/31/2017","17-08703966","Alley Light Out","6349 S SACRAMENTO AVE","60629","1157474.46818764","1862385.21941942","17","8","66","41.77814182123","-87.6982426694","(41.778141821232, -87.698242669405)"
"12/31/2017","Completed - Dup","01/03/2018","17-08704039","Alley Light Out","12634 S MANISTEE AVE","60633","1196742.33002038","1821704.57998516","10","4","55","41.66562456612","-87.55563427296","(41.665624566118, -87.555634272959)"
"12/31/2017","Completed - Dup","01/03/2018","17-08691730","Alley Light Out","13105 S GREEN BAY AVE","60633","1200743.74717084","1818678.46082845","10","4","55","41.6572205506","-87.54109264574","(41.657220550595, -87.541092645737)"
"12/31/2017","Completed - Dup","01/23/2018","17-08695449","Alley Light Out","8429 S WOOD ST","60620","1165816.54739203","1848786.95218518","21","6","71","41.7406531629","-87.66804568907","(41.740653162896, -87.668045689075)"
"12/31/2017","Completed - Dup","01/23/2018","17-08691525","Alley Light Out","7118 S INDIANA AVE","60619","1178830.64218665","1857865.96543094","6","3","69","41.76528102972","-87.62008772632","(41.765281029719, -87.620087726316)"
"12/31/2017","Completed","02/01/2018","17-08704538","Alley Light Out","7040 W 64TH PL","60638","1130586.09318076","1860949.25510931","23","8","64","41.77470389625","-87.79685146918","(41.774703896248, -87.796851469185)"
"12/31/2017","Completed - Dup","02/04/2018","17-08699599","Alley Light Out","10426 S CALHOUN AVE","60617","1194854.54847475","1836372.67919601","10","4","51","41.70592198234","-87.56206216463","(41.705921982338, -87.562062164626)"
"12/31/2017","Completed","03/29/2018","17-08702805","Alley Light Out","6115 S ST LAWRENCE AVE","60637","1181286.85028919","1864596.10610128","20","3","42","41.7836929524","-87.61087782416","(41.783692952398, -87.610877824163)"
"12/31/2017","Completed","04/09/2018","17-08702313","Alley Light Out","3152 N HUDSON AVE","60657","1172637.05000268","1921365.70061512","44","19","6","41.93966799514","-87.64091225436","(41.939667995144, -87.640912254356)"
"12/31/2017","Completed","04/13/2018","17-08704681","Alley Light Out","5251 N LAPORTE AVE","60630","1142354.7888836","1934609.66293219","39","16","12","41.97662783618","-87.75187908082","(41.97662783618, -87.751879080816)"
"12/30/2017","Completed - Dup","05/05/2018","17-08688532","Alley Light Out","8318 S KEDVALE AVE","60652","1150185.65772243","1849082.68158008","18","8","70","41.74178202623","-87.72530875397","(41.741782026225, -87.72530875397)"
"12/30/2017","Open - Dup",,"17-08684209","Alley Light Out","8344 S HOYNE AVE","60620","1163810.67529588","1849299.259187","18","6","71","41.74210132911","-87.67538069087","(41.742101329112, -87.675380690869)"
"12/30/2017","Completed","01/04/2018","17-08677939","Alley Light Out","833 W GEORGE ST","60657","1170211.00671916","1919472.92992269","44","19","6","41.93452757756","-87.64988407643","(41.934527577561, -87.64988407643)"
"12/30/2017","Completed","01/04/2018","17-08686066","Alley Light Out","2600 N MANGO AVE","60639","1137609.01167469","1916702.72652401","30","25","19","41.92757651311","-87.76976459415","(41.927576513112, -87.769764594154)"
"12/30/2017","Completed","06/02/2018","17-08683808","Alley Light Out","2236 W MADISON ST","60612","1161507.69842008","1899981.11497949","27","12","28","41.88122651141","-87.6824122689","(41.881226511412, -87.682412268901)"
"12/30/2017","Completed - Dup","01/10/2018","17-08684086","Alley Light Out","1036 N AVERS AVE","60651","1150529.09373212","1906638.34201112","37","11","23","41.89971605989","-87.72255132477","(41.899716059891, -87.722551324771)"
"12/30/2017","Completed - Dup","01/23/2018","17-08684953","Alley Light Out","8429 S WOOD ST","60620","1165816.54739203","1848786.95218518","21","6","71","41.7406531629","-87.66804568907","(41.740653162896, -87.668045689075)"
"12/30/2017","Completed - Dup","06/19/2018","17-08688174","Alley Light Out","4610 S FRANCISCO AVE","60632","1157809.51977316","1873951.05739444","15","9","58","41.80987327343","-87.69670034482","(41.809873273432, -87.696700344816)"
"12/30/2017","Completed - Dup","02/12/2018","17-08687344","Alley Light Out","6201 S MONITOR AVE","60638","1138471.20888394","1862839.13042204","13","8","64","41.77975143876","-87.76789966339","(41.779751438759, -87.767899663395)"
"12/30/2017","Completed","06/23/2018","17-08688751","Alley Light Out","2641 W 36TH ST","60632","1159343.1978916","1880692.96308186","12","9","58","41.82834257266","-87.69089011682","(41.82834257266, -87.690890116824)"
"12/30/2017","Completed - Dup","04/13/2018","17-08684661","Alley Light Out","4010 S DREXEL BLVD","60653","1182558.40602727","1878339.41157301","4","2","36","41.82137628993","-87.60578939291","(41.821376289934, -87.605789392905)"
"12/30/2017","Completed","04/16/2018","17-08682137","Alley Light Out","5045 N CLAREMONT AVE","60625","1159772.76002038","1933521.89947475","40","20","4","41.97330066928","-87.68785573373","(41.973300669278, -87.687855733732)"
"12/29/2017","Completed","05/05/2018","17-08661870","Alley Light Out","8311 S BURLEY AVE","60617","1199255.89503056","1850482.90381815","10","4","46","41.74453226831","-87.54547220002","(41.744532268308, -87.545472200019)"
"12/29/2017","Completed","05/07/2018","17-08663057","Alley Light Out","3655 N LOTUS AVE","60641","1139375.37997418","1923770.07078375","36","16","15","41.94693798697","-87.76310105215","(41.946937986974, -87.763101052145)"
"12/29/2017","Completed","05/10/2018","17-08661334","Alley Light Out","4319 W ROSCOE ST","60641","1146898.42002966","1922250.29970912","30","17","16","41.94262693491","-87.73548715829","(41.942626934908, -87.735487158291)"
"12/29/2017","Completed - Dup","05/23/2018","17-08653662","Alley Light Out","13352 S BRANDON AVE","60633","1199439.73129769","1817026.29212683","10","4","55","41.65271960157","-87.54591937064","(41.65271960157, -87.545919370642)"
"12/29/2017","Completed","05/30/2018","17-08661148","Alley Light Out","10647 S KEDZIE AVE","60655","1156900.16151395","1833836.80522376","19","22","74","41.69981185711","-87.70111697874","(41.699811857113, -87.701116978738)"
"12/29/2017","Completed - Dup","12/29/2017","17-08658546","Alley Light Out","6010 S KOLMAR AVE","60629","1147065.79889876","1864368.54669978","13","8","65","41.7837890051","-87.73635130144","(41.783789005103, -87.736351301436)"
"12/29/2017","Completed - Dup","12/29/2017","17-08659313","Alley Light Out","1921 W MORSE AVE","60626","1162162.89407229","1946072.2295748","49","24","1","42.0076894423","-87.67871389631","(42.007689442302, -87.678713896312)"
"12/29/2017","Open - Dup",,"17-08653699","Alley Light Out","2745 E 130TH ST","60633","1196496.33332094","1819358.52561871","10","4","55","41.65919280538","-87.55661188772","(41.659192805382, -87.556611887717)"
"12/29/2017","Open - Dup",,"17-08657769","Alley Light Out","3642 W MARQUETTE RD","60629","1153211.93992933","1859936.06213101","13","8","65","41.77150627553","-87.71393409941","(41.77150627553, -87.713934099409)"
"12/29/2017","Open - Dup",,"17-08657437","Alley Light Out","3727 W 70TH PL","60629","1152736.62128129","1857599.00422607","13","8","65","41.76510239604","-87.71573799152","(41.765102396039, -87.715737991519)"
"12/29/2017","Completed - Dup","12/29/2017","17-08665387","Alley Light Out","5255 W BYRON ST","60641","1140627.48593299","1925417.46309696","45","16","15","41.95143563608","-87.75845798742","(41.951435636081, -87.758457987417)"
"12/29/2017","Completed - Dup","12/29/2017","17-08657297","Alley Light Out","6849 S KOSTNER AVE","60629","1148222.16719071","1858819.89590506","13","8","65","41.7685404859","-87.73225376557","(41.768540485895, -87.73225376557)"
"12/29/2017","Completed - Dup","12/29/2017","17-08661271","Alley Light Out","6222 S MASON AVE","60638","1137810.20789261","1862675.44496644","13","8","64","41.77931415781","-87.77032696065","(41.779314157811, -87.770326960647)"
"12/29/2017","Completed - Dup","12/29/2017","17-08658419","Alley Light Out","6149 S KOSTNER AVE","60629","1148093.64868273","1863463.80187522","13","8","65","41.78128659448","-87.73260595082","(41.781286594485, -87.73260595082)"
"12/29/2017","Open - Dup",,"17-08658106","Alley Light Out","5810 S KILDARE AVE","60629","1148693.89258041","1865732.12996714","13","8","62","41.78749972015","-87.73034697306","(41.787499720146, -87.730346973063)"
"12/29/2017","Completed - Dup","12/29/2017","17-08658474","Alley Light Out","6001 S KILBOURN AVE","60629","1147396.92338957","1864435.7656895","13","8","65","41.7839671498","-87.73513554623","(41.783967149798, -87.735135546228)"
"12/29/2017","Completed - Dup","01/03/2018","17-08653661","Alley Light Out","3107 E 132ND ST","60633","1198835.6671859","1818037.75419632","10","4","55","41.65551029075","-87.54809582708","(41.655510290754, -87.548095827075)"
"12/29/2017","Completed - Dup","12/29/2017","17-08657918","Alley Light Out","3745 W 62ND PL","60629","1152479.83941153","1862904.49450144","23","8","65","41.77966655605","-87.71653972083","(41.77966655605, -87.716539720832)"
"12/29/2017","Completed - Dup","12/29/2017","17-08661539","Alley Light Out","5143 S KILBOURN AVE","60632","1147233.33998234","1870093.75982066","23","8","57","41.79949670442","-87.73559108017","(41.799496704422, -87.735591080165)"
"12/29/2017","Open - Dup",,"17-08658506","Alley Light Out","6004 S KOLMAR AVE","60629","1147064.59889876","1864408.74669978","13","8","65","41.78389934331","-87.73635467783","(41.783899343307, -87.736354677834)"
"12/29/2017","Completed - Dup","12/29/2017","17-08661159","Alley Light Out","3448 W 62ND PL","60629","1154484.00420408","1862967.66092849","23","8","66","41.77980021131","-87.70919043888","(41.779800211311, -87.70919043888)"
"12/29/2017","Completed","01/03/2018","17-08655136","Alley Light Out","5001 N DRAKE AVE","60625","1151814.84509406","1932999.41436577","39","17","14","41.97202774164","-87.71713277806","(41.972027741643, -87.717132778061)"
"12/29/2017","Completed","01/04/2018","17-08658153","Alley Light Out","5830 S KILDARE AVE","60629","1148697.69258041","1865598.02996714","13","8","62","41.78713165542","-87.73033648829","(41.787131655421, -87.730336488286)"
"12/29/2017","Completed - Dup","12/29/2017","17-08668672","Alley Light Out","9031 S BISHOP ST","60620","1168251.09110021","1844856.38769304","21","22","73","41.72981513057","-87.65923853393","(41.72981513057, -87.65923853393)"
"12/29/2017","Completed - Dup","12/29/2017","17-08658639","Alley Light Out","5319 S NATOMA AVE","60638","1132949.15782602","1868581.97407665","23","8","56","41.79560872446","-87.78801116634","(41.795608724461, -87.788011166338)"
"12/29/2017","Open - Dup",,"17-08660194","Alley Light Out","5708 S OAK PARK AVE","60638","1132033.1261936","1865938.31607628","13","8","56","41.78836993452","-87.79143147758","(41.788369934523, -87.791431477583)"
"12/29/2017","Completed - Dup","12/29/2017","17-08658406","Alley Light Out","6125 S TRIPP AVE","60629","1149088.48161377","1863646.13993047","13","8","65","41.78176782954","-87.72895392482","(41.781767829538, -87.728953924816)"
"12/29/2017","Open - Dup",,"17-08661243","Alley Light Out","6245 S MONITOR AVE","60638","1138482.30888394","1862542.03042204","13","8","64","41.77893594252","-87.76786613098","(41.778935942521, -87.767866130984)"
"12/29/2017","Open - Dup",,"17-08658031","Alley Light Out","5545 S KOMENSKY AVE","60629","1150311.73969241","1867518.61212802","13","8","62","41.79237081274","-87.72436854168","(41.792370812743, -87.724368541678)"
"12/29/2017","Completed","01/03/2018","17-08664526","Alley Light Out","6721 W TALCOTT AVE","60656","1130415.60010788","1935575.35003161","41","16","10","41.97949175942","-87.79576302166","(41.979491759421, -87.795763021661)"
"12/29/2017","Completed - Dup","12/29/2017","17-08659992","Alley Light Out","5920 S RUTHERFORD AVE","60638","1132413.26321855","1864534.53548527","13","8","64","41.78451111458","-87.79007014643","(41.784511114576, -87.790070146431)"
"12/29/2017","Completed","01/03/2018","17-08662757","Alley Light Out","8500 S COMMERCIAL AVE","60617","1197623.49953358","1849187.67209259","10","4","46","41.74101891227","-87.55149648082","(41.741018912272, -87.551496480823)"
"12/29/2017","Open - Dup",,"17-08657332","Alley Light Out","6846 S KOLIN AVE","60629","1148554.35301192","1858847.77387118","13","8","65","41.76861061078","-87.73103540744","(41.768610610776, -87.731035407442)"
"12/29/2017","Completed - Dup","01/03/2018","17-08657532","Alley Light Out","3911 W 67TH PL","60629","1151458.20278882","1859555.49323144","13","8","65","41.77049641262","-87.72037272756","(41.770496412617, -87.720372727561)"
"12/29/2017","Completed - Dup","12/29/2017","17-08661350","Alley Light Out","6226 S MOODY AVE","60638","1136478.98588778","1862605.21132616","13","8","64","41.77914523754","-87.77520914128","(41.77914523754, -87.775209141278)"
"12/29/2017","Completed - Dup","12/29/2017","17-08655094","Alley Light Out","5047 N CENTRAL PARK AVE","60625","1151469.87681059","1933452.33839405","39","17","13","41.97327739544","-87.71838933378","(41.973277395444, -87.718389333775)"
"12/29/2017","Open - Dup",,"17-08669614","Alley Light Out","949 E 86TH ST","60619","1184122.79903287","1848161.46460135","8","6","44","41.7385288263","-87.60099331858","(41.738528826297, -87.600993318584)"
"12/29/2017","Open - Dup",,"17-08660678","Alley Light Out","6501 S KEATING AVE","60629","1145831.89877361","1861079.37302128","13","8","64","41.7747863823","-87.74095837179","(41.774786382297, -87.740958371795)"
"12/29/2017","Open - Dup",,"17-08658779","Alley Light Out","6040 S KEATING AVE","60629","1145744.59199926","1864135.19197819","13","8","64","41.78317371113","-87.74120129326","(41.78317371113, -87.741201293259)"
"12/29/2017","Open - Dup",,"17-08661476","Alley Light Out","6528 W 60TH ST","60638","1133907.79021598","1864039.58709029","13","8","64","41.78312684106","-87.78460205745","(41.783126841062, -87.784602057451)"
"12/29/2017","Completed - Dup","12/29/2017","17-08659186","Alley Light Out","3246 W 84TH PL","60652","1156211.15821174","1848381.01920675","18","8","70","41.73973759899","-87.70325008815","(41.739737598986, -87.703250088146)"
"12/29/2017","Completed - Dup","12/29/2017","17-08661409","Alley Light Out","6233 S MELVINA AVE","60638","1136147.65030313","1862547.27303262","13","8","64","41.77899213906","-87.77642525254","(41.77899213906, -87.776425252541)"
"12/29/2017","Open - Dup",,"17-08661312","Alley Light Out","6125 S AUSTIN AVE","60638","1137453.986304","1863312.84490843","13","8","64","41.78106969162","-87.77161767051","(41.781069691625, -87.771617670511)"
"12/29/2017","Open - Dup",,"17-08660774","Alley Light Out","4513 W 64TH PL","60629","1147417.67002525","1861453.13001928","13","8","65","41.7757819123","-87.73513555345","(41.775781912296, -87.735135553445)"
"12/29/2017","Completed - Dup","12/29/2017","17-08660394","Alley Light Out","5812 S MELVINA AVE","60638","1136049.17399446","1865362.85778873","13","8","56","41.78672036759","-87.77671946414","(41.786720367592, -87.776719464144)"
"12/29/2017","Completed - Dup","12/29/2017","17-08660966","Alley Light Out","3720 W 13TH ST","60623","1151913.83722942","1893791.53913056","24","10","29","41.86443590389","-87.71780355799","(41.864435903893, -87.71780355799)"
"12/29/2017","Completed - Dup","12/29/2017","17-08656376","Alley Light Out","1048 N LATROBE AVE","60651","1141167.67620962","1906481.39948984","37","15","25","41.89946313241","-87.75694014431","(41.899463132414, -87.756940144313)"
"12/29/2017","Completed - Dup","12/29/2017","17-08658690","Alley Light Out","4627 W ERIE ST","60644","1145304.21603065","1903911.90989415","28","11","25","41.89233489787","-87.74181156219","(41.892334897865, -87.741811562189)"
"12/29/2017","Open - Dup",,"17-08658617","Alley Light Out","6101 S KILPATRICK AVE","60629","1146084.72176578","1863742.77990082","13","8","64","41.78209043329","-87.7399641746","(41.782090433293, -87.739964174597)"
"12/29/2017","Completed - Dup","01/08/2018","17-08659884","Alley Light Out","6540 W 59TH ST","60638","1133700.95086968","1864702.22111649","13","8","56","41.78494885188","-87.78534493236","(41.784948851881, -87.785344932358)"
"12/29/2017","Completed","01/08/2018","17-08667375","Alley Light Out","4915 W 63RD ST","60638","1144641.64988344","1862377.93171458","13","8","64","41.77837226418","-87.74528916634","(41.778372264177, -87.74528916634)"
"12/29/2017","Completed","01/09/2018","17-08660027","Alley Light Out","5917 S RUTHERFORD AVE","60638","1132412.66321855","1864554.33548527","13","8","64","41.7845654599","-87.79007188765","(41.784565459902, -87.790071887651)"
"12/29/2017","Completed","01/09/2018","17-08671211","Alley Light Out","2836 W 83RD PL","60652","1158854.45082905","1849138.02808343","18","8","70","41.74176143745","-87.69354475124","(41.741761437449, -87.693544751242)"
"12/29/2017","Completed","06/02/2018","17-08674532","Alley Light Out","6141 W 62ND ST","60638","1136428.48588778","1862779.51132616","13","8","64","41.77962444805","-87.77539013722","(41.779624448054, -87.775390137217)"
"12/29/2017","Completed - Dup","01/10/2018","17-08671836","Alley Light Out","4204 W WALTON ST","60651","1148181.89251961","1906003.14011076","37","11","23","41.89801853155","-87.73118905626","(41.898018531545, -87.731189056261)"
"12/29/2017","Completed - Dup","01/17/2018","17-08654401","Alley Light Out","914 N RICHMOND ST","60622","1156552.8553738","1906132.52697661","26","12","24","41.89820824427","-87.70043962518","(41.898208244274, -87.700439625175)"
"12/29/2017","Completed - Dup","01/23/2018","17-08660287","Alley Light Out","8429 S WOOD ST","60620","1165816.54739203","1848786.95218518","21","6","71","41.7406531629","-87.66804568907","(41.740653162896, -87.668045689075)"
"12/29/2017","Completed - Dup","01/23/2018","17-08657493","Alley Light Out","3831 W 68TH PL","60629","1152008.88198139","1858907.40342942","13","8","65","41.76870716275","-87.71837111681","(41.76870716275, -87.718371116809)"
"12/29/2017","Completed - Dup","01/23/2018","17-08658462","Alley Light Out","7917 S CRANDON AVE","60617","1192904.42472995","1852924.16867466","7","4","46","41.75138852698","-87.56866481533","(41.751388526982, -87.568664815333)"
"12/29/2017","Completed","01/23/2018","17-08669120","Alley Light Out","1327 W COLUMBIA AVE","60626","1166121.8221811","1944933.85552754","49","24","1","42.00448173289","-87.66418095194","(42.00448173289, -87.664180951938)"
"12/29/2017","Completed - Dup","01/23/2018","17-08668744","Alley Light Out","8429 S WOOD ST","60620","1165816.54739203","1848786.95218518","21","6","71","41.7406531629","-87.66804568907","(41.740653162896, -87.668045689075)"
"12/29/2017","Completed - Dup","01/25/2018","17-08654532","Alley Light Out","13101 S GREEN BAY AVE","60633","1200743.54717084","1818704.96082845","10","4","55","41.65729327455","-87.54109248633","(41.657293274548, -87.541092486326)"
"12/29/2017","Completed - Dup","06/15/2018","17-08653698","Alley Light Out","13127 S MANISTEE AVE","60633","1196769.41170293","1818561.95678274","10","4","55","41.65700016862","-87.55563893718","(41.657000168625, -87.55563893718)"
"12/29/2017","Completed - Dup","02/03/2018","17-08672473","Alley Light Out","3914 W 68TH ST","60629","1151446.40859136","1859224.05539474","13","8","65","41.7695871244","-87.72042461882","(41.7695871244, -87.720424618816)"
"12/29/2017","Completed","02/05/2018","17-08657844","Alley Light Out","6544 S PULASKI RD","60629","1150830.65138242","1860799.58727433","13","8","65","41.77392265756","-87.72264073003","(41.773922657555, -87.722640730034)"
"12/29/2017","Completed","02/06/2018","17-08656253","Alley Light Out","3352 W 60TH PL","60629","1155079.70788902","1864306.4188041","23","8","66","41.7834620763","-87.70697073514","(41.783462076304, -87.706970735138)"
"12/29/2017","Completed - Dup","02/08/2018","17-08654943","Alley Light Out","37 E GARFIELD BLVD","60637","1177591.41848266","1868441.90637535","20","2","40","41.79433061387","-87.62431020801","(41.794330613873, -87.624310208008)"
"12/29/2017","Completed - Dup","02/12/2018","17-08661125","Alley Light Out","5950 S MASSASOIT AVE","60638","1139078.21001766","1864487.53000271","13","8","64","41.7842639661","-87.7656343726","(41.784263966098, -87.765634372596)"
"12/29/2017","Completed","02/14/2018","17-08656816","Alley Light Out","1541 N WELLS ST","60610","1174422.52453148","1910563.89527712","27","18","8","41.90998764879","-87.6346736337","(41.909987648788, -87.6346736337)"
"12/29/2017","Completed - Dup","02/14/2018","17-08656795","Alley Light Out","1525 N WELLS ST","60610","1174426.22453148","1910445.89527712","27","18","8","41.90966376852","-87.63466357248","(41.909663768525, -87.63466357248)"
"12/29/2017","Completed - Dup","02/16/2018","17-08667868","Alley Light Out","2301 N MAJOR AVE","60639","1138005.60319463","1914723.28141656","36","25","19","41.9221375345","-87.76835517985","(41.922137534495, -87.768355179847)"
"12/29/2017","Completed - Dup","02/16/2018","17-08657422","Alley Light Out","7158 S CENTRAL PARK AVE","60629","1153686.36512645","1856836.41012359","13","8","65","41.7629909503","-87.71227704031","(41.762990950295, -87.71227704031)"
"12/29/2017","Completed - Dup","02/21/2018","17-08663958","Alley Light Out","7435 S MICHIGAN AVE","60619","1178446.5555291","1855745.10087077","6","3","69","41.75946987502","-87.62155983405","(41.759469875019, -87.62155983405)"
"12/29/2017","Completed - Dup","06/26/2018","17-08661047","Alley Light Out","5600 W 63RD ST","60638","1140162.21721054","1862231.49851589","13","8","64","41.77805330896","-87.76171488691","(41.778053308956, -87.76171488691)"
"12/29/2017","Completed - Dup","06/30/2018","17-08660969","Alley Light Out","6611 S KEDVALE AVE","60629","1149842.0559213","1860436.32636914","13","8","65","41.77294501733","-87.72627417111","(41.772945017334, -87.726274171114)"
"12/29/2017","Completed","07/06/2018","17-08660732","Alley Light Out","4515 W 65TH PL","60629","1147425.96387872","1860789.63008854","13","8","65","41.77396099976","-87.73512206789","(41.773960999765, -87.735122067893)"
"12/29/2017","Completed","03/08/2018","17-08662698","Alley Light Out","5448 W WILSON AVE","60630","1139179.01480016","1930205.1769278","45","16","15","41.96460010355","-87.76366560785","(41.964600103554, -87.763665607846)"
"12/29/2017","Completed","03/08/2018","17-08659666","Alley Light Out","5600 W 63RD ST","60638","1140162.21721054","1862231.49851589","13","8","64","41.77805330896","-87.76171488691","(41.778053308956, -87.76171488691)"
"12/29/2017","Completed - Dup","03/16/2018","17-08660887","Alley Light Out","6422 S KOLIN AVE","60629","1148477.36382398","1861660.92149486","13","8","65","41.77633183287","-87.73124542587","(41.776331832868, -87.731245425872)"
"12/29/2017","Completed - Dup","03/16/2018","17-08660443","Alley Light Out","5534 W 64TH ST","60638","1140618.35778419","1861585.83178886","13","8","64","41.77627315226","-87.76005840626","(41.776273152258, -87.760058406265)"
"12/29/2017","Completed - Dup","03/16/2018","17-08658324","Alley Light Out","6004 S KOMENSKY AVE","60629","1150397.52391398","1864477.87543436","23","8","65","41.78402489376","-87.72413298432","(41.784024893759, -87.724132984316)"
"12/29/2017","Completed - Dup","03/16/2018","17-08657378","Alley Light Out","7215 S AVERS AVE","60629","1151949.22467509","1856483.07741701","13","8","65","41.76205558835","-87.71865329743","(41.762055588354, -87.718653297429)"
"12/29/2017","Completed","03/30/2018","17-08660585","Alley Light Out","8221 S LUELLA AVE","60617","1192613.713291","1850901.50750931","8","4","46","41.74584525854","-87.56979588536","(41.745845258536, -87.569795885363)"
"12/29/2017","Completed - Dup","04/18/2018","17-08655101","Alley Light Out","5057 N CENTRAL PARK AVE","60625","1151468.77681059","1933490.03839405","39","17","13","41.97338086828","-87.71839238363","(41.973380868276, -87.718392383626)"
"12/29/2017","Completed - Dup","04/18/2018","17-08654868","Alley Light Out","8011 S ELIZABETH ST","60620","1169382.5535769","1851658.38929619","21","6","71","41.74845638922","-87.65489722311","(41.748456389216, -87.654897223109)"
"12/29/2017","Completed","04/19/2018","17-08652504","Alley Light Out","2125 W IRVING PARK RD","60618","1161373.5655087","1926539.09891928","47","19","5","41.95410628041","-87.68216434387","(41.954106280414, -87.682164343872)"
"12/28/2017","Completed - Dup","05/10/2018","17-08636489","Alley Light Out","4621 W MCLEAN AVE","60639","1145105.02358735","1913220.50013346","36","25","19","41.917882437","-87.74230757786","(41.917882436998, -87.742307577861)"
"12/28/2017","Completed","05/10/2018","17-08636341","Alley Light Out","1840 N RICHMOND ST","60647","1156526.72586964","1912114.12897866","1","14","22","41.91462280025","-87.70037348199","(41.914622800252, -87.700373481987)"
"12/28/2017","Completed","05/10/2018","17-08632739","Alley Light Out","2014 N KEDVALE AVE","60639","1148393.43342615","1913059.30446792","35","25","20","41.9173772775","-87.73022985721","(41.917377277504, -87.730229857206)"
"12/28/2017","Completed - Dup","05/23/2018","17-08631547","Alley Light Out","13352 S BRANDON AVE","60633","1199439.73129769","1817026.29212683","10","4","55","41.65271960157","-87.54591937064","(41.65271960157, -87.545919370642)"
"12/28/2017","Completed","05/31/2018","17-08639180","Alley Light Out","148 N PARKSIDE AVE","60644","1138573.78258357","1900531.42288365","29","15","25","41.88318307448","-87.76661197667","(41.883183074482, -87.766611976673)"
"12/28/2017","Completed - Dup","01/04/2018","17-08642535","Alley Light Out","5320 W MELROSE ST","60641","1140327.01553206","1921093.05950488","30","16","15","41.93957458008","-87.75966891533","(41.93957458008, -87.759668915327)"
"12/28/2017","Open - Dup",,"17-08638270","Alley Light Out","7927 S ABERDEEN ST","60620","1170359.03533354","1852241.67173006","17","6","71","41.75003581041","-87.65130211299","(41.750035810414, -87.651302112991)"
"12/28/2017","Completed - Dup","12/28/2017","17-08635477","Alley Light Out","1946 W ESTES AVE","60626","1162045.13137959","1947397.70866849","49","24","1","42.01132905952","-87.67910990114","(42.011329059523, -87.679109901141)"
"12/28/2017","Completed","01/03/2018","17-08647813","Alley Light Out","7759 S BISHOP ST","60620","1167905.03108463","1853286.79027587","17","6","71","41.75295678799","-87.66026470676","(41.752956787987, -87.660264706757)"
"12/28/2017","Completed - Dup","12/28/2017","17-08634556","Alley Light Out","5233 W LEXINGTON ST","60644","1141603.07360064","1896125.09277938","29","15","25","41.8710361094","-87.7555970038","(41.871036109405, -87.755597003801)"
"12/28/2017","Completed - Dup","12/28/2017","17-08636801","Alley Light Out","4013 S CAMPBELL AVE","60632","1160356.69181113","1877966.47261737","12","9","58","41.82083990428","-87.6872469074","(41.820839904284, -87.687246907405)"
"12/28/2017","Open - Dup",,"17-08645150","Alley Light Out","7014 W BELMONT AVE","60634","1128883.46090874","1920470.62952064","29","16","17","41.93806899691","-87.80174231392","(41.938068996915, -87.801742313918)"
"12/28/2017","Open - Dup",,"17-08633086","Alley Light Out","4719 S DREXEL BLVD","60615","1182983.87382249","1873908.09379308","4","2","39","41.809206528","-87.60436648367","(41.809206527996, -87.604366483669)"
"12/28/2017","Completed - Dup","12/28/2017","17-08641662","Alley Light Out","5812 S MELVINA AVE","60638","1136049.17399446","1865362.85778873","13","8","56","41.78672036759","-87.77671946414","(41.786720367592, -87.776719464144)"
"12/28/2017","Completed - Dup","12/28/2017","17-08630678","Alley Light Out","4454 S BERKELEY AVE","60653","1184002.90007526","1875689.23748779","4","2","39","41.81407033829","-87.60057322935","(41.814070338293, -87.600573229349)"
"12/28/2017","Completed - Dup","12/28/2017","17-08644973","Alley Light Out","10728 S WALLACE ST","60628","1174208.95337529","1833740.67387966","34","22","49","41.69918191648","-87.6377421802","(41.699181916484, -87.637742180201)"
"12/28/2017","Completed - Dup","12/28/2017","17-08645432","Alley Light Out","1540 N MAYFIELD AVE","60651","1136736.08399311","1909637.05522244","29","25","25","41.90820318911","-87.7731419057","(41.90820318911, -87.773141905696)"
"12/28/2017","Completed - Dup","01/03/2018","17-08649078","Alley Light Out","1523 W JARVIS AVE","60626","1164876.01771506","1949135.13642976","49","24","1","42.01603675171","-87.66864426985","(42.016036751708, -87.668644269849)"
"12/28/2017","Completed","01/03/2018","17-08640356","Alley Light Out","2401 S CHRISTIANA AVE","60623","1154410.08788206","1887846.85588638","12","10","30","41.84807353709","-87.70879854125","(41.848073537091, -87.708798541251)"
"12/28/2017","Completed - Dup","01/02/2018","17-08641556","Alley Light Out","6137 N CAMPBELL AVE","60659","1158544.55478662","1940665.61348864","40","24","2","41.99292864186","-87.69217549155","(41.992928641864, -87.692175491551)"
"12/28/2017","Completed - Dup","12/28/2017","17-08644463","Alley Light Out","8732 S CONSTANCE AVE","60617","1190037.22051095","1847442.22290924","8","4","48","41.73641500436","-87.57934756667","(41.73641500436, -87.579347566673)"
